transaction_id,account_id,amount,transaction_date,transaction_type
1655,216,2737.93,2024-12-15,Credit
1656,216,3508.41,2024-10-29,Credit
1657,216,-1426.75,2024-06-11,Debit
1658,216,-2259.51,2024-08-16,Debit
1659,216,573.37,2024-09-28,Credit
1660,216,-3452.64,2024-10-07,Debit
1661,216,2442.47,2024-06-06,Credit
1662,216,-3366.22,2024-11-25,Debit
1663,216,-1782.62,2024-11-13,Debit
1664,216,-1619.6,2024-01-07,Debit
1665,216,3091.5,2024-11-03,Credit
1666,216,835.86,2024-08-03,Credit
1667,216,3787.48,2024-05-01,Credit
1668,216,2298.63,2024-12-26,Credit
1669,216,-3063.26,2024-08-29,Debit
1670,216,502.52,2024-09-20,Credit
1671,216,-2063.03,2024-06-11,Debit
1672,216,-4946.31,2024-10-26,Debit
1673,216,-1139.85,2024-09-04,Debit
1674,216,-3464.61,2024-01-05,Debit
1675,216,-1457.23,2024-02-18,Debit
1676,216,4268.47,2024-09-07,Credit
1677,216,-481.21,2024-12-04,Debit
1678,216,4561.37,2024-09-28,Credit
1679,216,4533.82,2024-07-11,Credit
1680,217,4021.21,2024-05-20,Credit
1681,217,-2317.37,2024-09-27,Debit
1682,217,-4636.15,2024-09-03,Debit
1683,217,1309.91,2024-08-25,Credit
1684,217,1863.32,2024-12-29,Credit
1685,217,3632.27,2024-03-09,Credit
1686,217,-3859.49,2024-12-14,Debit
1687,217,2565.43,2024-10-27,Credit
1688,217,3450.62,2024-04-20,Credit
1689,217,4581.76,2024-08-08,Credit
1690,217,1305.99,2024-08-21,Credit
1691,217,-4390.21,2024-12-10,Debit
1692,217,-2052.9,2024-01-31,Debit
1693,217,-4536.2,2024-11-07,Debit
1694,217,-4452.11,2024-08-06,Debit
1695,217,-312.98,2024-12-11,Debit
1696,217,2088.3,2024-10-06,Credit
1697,217,-280.48,2024-12-17,Debit
1698,217,-4526.2,2024-10-12,Debit
1699,217,-454.78,2024-04-12,Debit
1700,217,-1000.02,2024-11-22,Debit
1701,217,344.82,2024-09-11,Credit
1702,217,-484.15,2024-03-22,Debit
1703,217,-2220.12,2024-11-09,Debit
1704,217,58.71,2024-07-10,Credit
1705,217,-344.4,2024-04-10,Debit
1706,217,-1798.44,2024-05-27,Debit
1707,218,-833.38,2024-10-16,Debit
1708,218,-415.81,2024-03-27,Debit
1709,218,-188.66,2024-12-12,Debit
1710,218,2804.26,2024-01-28,Credit
1711,218,-1954.3,2024-05-04,Debit
1712,218,-1968.57,2024-02-08,Debit
1713,218,-1091.67,2024-08-29,Debit
1714,218,-4588.53,2024-03-26,Debit
1715,218,-689.14,2024-03-15,Debit
1716,218,3966.91,2024-11-22,Credit
1717,218,-4215.03,2024-06-14,Debit
1718,218,-1544.56,2024-02-19,Debit
1719,218,1097.77,2024-09-29,Credit
1720,218,2372.19,2024-07-11,Credit
1721,218,-917.34,2024-11-08,Debit
1722,218,-2970.29,2024-02-03,Debit
1723,218,-160.58,2024-09-06,Debit
1724,218,-1256.27,2024-11-24,Debit
1725,218,1713.85,2024-12-10,Credit
1726,218,3584.55,2024-08-18,Credit
1727,218,452.0,2024-05-15,Credit
1728,218,2894.65,2024-03-26,Credit
1729,218,301.14,2024-11-20,Credit
1730,218,631.9,2024-08-19,Credit
1731,218,3519.39,2024-05-26,Credit
1732,218,-3710.88,2024-02-27,Debit
1733,218,617.8,2024-11-01,Credit
1734,218,-3975.48,2024-07-14,Debit
1735,218,4962.76,2024-07-25,Credit
1736,218,2103.51,2024-08-09,Credit
1737,218,-3807.05,2024-12-06,Debit
1738,218,2263.93,2024-07-10,Credit
1739,218,1820.32,2024-01-08,Credit
1740,218,1852.2,2024-07-21,Credit
1741,218,1978.53,2024-11-27,Credit
1742,218,2398.62,2024-08-13,Credit
1743,218,-2494.97,2024-07-08,Debit
1744,218,4188.92,2024-11-21,Credit
1745,218,-4781.22,2024-03-08,Debit
1746,218,4034.34,2024-06-22,Credit
1747,218,550.69,2024-10-27,Credit
1748,218,1880.45,2024-01-21,Credit
1749,219,-3524.83,2024-01-27,Debit
1750,219,-2348.15,2024-01-25,Debit
1751,219,-2689.03,2024-07-21,Debit
1752,219,-1424.06,2024-11-23,Debit
1753,219,-3339.2,2024-01-09,Debit
1754,219,2417.54,2024-03-31,Credit
1755,219,-4425.45,2024-11-13,Debit
1756,219,-3603.31,2024-07-06,Debit
1757,219,-43.38,2024-06-16,Debit
1758,219,-3399.73,2024-07-02,Debit
1759,219,4403.99,2024-11-25,Credit
1760,219,-4961.6,2024-03-23,Debit
1761,219,812.33,2024-11-15,Credit
1762,219,-3022.55,2024-08-26,Debit
1763,219,1623.06,2024-02-17,Credit
1764,219,3123.04,2024-11-14,Credit
1765,219,1520.45,2024-08-07,Credit
1766,219,-4468.02,2024-06-27,Debit
1767,219,4117.53,2024-08-11,Credit
1768,219,423.09,2024-01-14,Credit
1769,219,-1968.25,2024-10-16,Debit
1770,219,2752.73,2024-02-10,Credit
1771,219,1458.69,2024-07-31,Credit
1772,219,4082.19,2024-11-30,Credit
1773,219,-1169.96,2024-04-21,Debit
1774,219,-3152.06,2024-12-09,Debit
1775,219,-1860.7,2024-06-05,Debit
1776,219,3448.99,2024-01-29,Credit
1777,219,-1829.13,2024-08-15,Debit
1778,219,-1167.3,2024-10-08,Debit
1779,219,4455.44,2024-02-29,Credit
1780,219,-1697.7,2024-08-01,Debit
1781,219,-47.59,2024-07-28,Debit
1782,219,-3006.5,2024-03-05,Debit
1783,219,-1669.51,2024-02-17,Debit
1784,219,1695.22,2024-12-16,Credit
1785,219,4449.5,2024-08-18,Credit
1786,219,-4455.11,2024-05-27,Debit
1787,219,3292.01,2024-07-05,Credit
1788,219,-2975.77,2024-06-20,Debit
1789,219,-824.15,2024-04-13,Debit
1790,219,-3502.41,2024-04-10,Debit
1791,219,-3971.58,2024-05-16,Debit
1792,219,2407.93,2024-07-14,Credit
1793,219,4687.25,2024-09-13,Credit
1794,219,2343.45,2024-09-27,Credit
1795,219,2792.15,2024-07-18,Credit
1796,219,-4342.73,2024-09-02,Debit
1797,219,3142.63,2024-01-03,Credit
1798,219,574.74,2024-06-15,Credit
1799,219,-1575.22,2024-08-08,Debit
1800,219,-3045.17,2024-12-03,Debit
1801,219,-3727.81,2024-11-17,Debit
1802,219,4318.79,2024-07-27,Credit
1803,219,-2872.82,2024-12-06,Debit
1804,219,2898.75,2024-01-13,Credit
1805,220,-833.86,2024-04-20,Debit
1806,220,-557.18,2024-12-24,Debit
1807,220,-1855.24,2024-03-18,Debit
1808,220,-2663.5,2024-12-18,Debit
1809,220,-4175.41,2024-06-07,Debit
1810,220,64.84,2024-04-22,Credit
1811,220,-4963.71,2024-06-11,Debit
1812,220,-2150.28,2024-10-22,Debit
1813,220,935.73,2024-08-27,Credit
1814,220,-447.51,2024-09-18,Debit
1815,220,-4383.63,2024-03-07,Debit
1816,220,-3358.28,2024-03-16,Debit
1817,220,3305.62,2024-08-18,Credit
1818,220,3894.6,2024-08-19,Credit
1819,220,-1626.37,2024-01-19,Debit
1820,220,2692.46,2024-07-27,Credit
1821,220,-4146.49,2024-05-31,Debit
1822,220,114.67,2024-10-20,Credit
1823,220,3923.26,2024-11-20,Credit
1824,220,-198.19,2024-12-05,Debit
1825,220,-2831.88,2024-04-23,Debit
1826,220,-2928.61,2024-01-08,Debit
1827,220,4401.18,2024-11-08,Credit
1828,220,-2212.64,2024-05-08,Debit
1829,220,3393.44,2024-08-16,Credit
1830,220,-809.4,2024-02-29,Debit
1831,220,-4301.35,2024-05-30,Debit
1832,220,4832.1,2024-04-14,Credit
1833,220,3379.94,2024-07-06,Credit
1834,220,-3422.95,2024-01-08,Debit
1835,220,358.99,2024-08-21,Credit
1836,220,-238.5,2024-04-07,Debit
1837,220,-1361.17,2024-12-21,Debit
1838,220,3269.93,2024-11-06,Credit
1839,220,3476.25,2024-07-09,Credit
1840,220,801.52,2024-12-30,Credit
1841,220,-835.99,2024-12-23,Debit
1842,220,-1982.35,2024-03-20,Debit
1843,220,2202.17,2024-06-11,Credit
1844,220,1225.16,2024-11-01,Credit
1845,220,-1686.25,2024-01-02,Debit
1846,220,-4887.13,2024-01-19,Debit
1847,220,-2246.56,2024-09-03,Debit
1848,220,2482.9,2024-05-27,Credit
1849,220,2272.06,2024-08-06,Credit
1850,220,906.61,2024-01-01,Credit
1851,220,956.68,2024-07-10,Credit
1852,220,-1639.57,2024-11-20,Debit
1853,220,2240.17,2024-04-17,Credit
1854,220,3747.91,2024-06-12,Credit
1855,220,-3289.88,2024-12-11,Debit
1856,221,-1040.36,2024-09-07,Debit
1857,221,4274.44,2024-07-15,Credit
1858,221,4880.89,2024-01-30,Credit
1859,221,4502.91,2024-03-14,Credit
1860,221,1812.41,2024-09-10,Credit
1861,221,2404.03,2024-09-26,Credit
1862,221,2235.74,2024-05-02,Credit
1863,221,-17.32,2024-12-20,Debit
1864,221,2719.4,2024-03-06,Credit
1865,221,-742.19,2024-05-16,Debit
1866,221,4749.28,2024-06-02,Credit
1867,221,4997.7,2024-04-29,Credit
1868,221,2662.4,2024-06-08,Credit
1869,221,408.49,2024-11-20,Credit
1870,221,934.3,2024-07-15,Credit
1871,221,832.71,2024-01-21,Credit
1872,221,-4587.31,2024-01-03,Debit
1873,221,3124.76,2024-07-22,Credit
1874,221,-1944.84,2024-05-16,Debit
1875,221,1359.74,2024-07-15,Credit
1876,221,813.95,2024-08-08,Credit
1877,221,-2471.23,2024-09-23,Debit
1878,221,-4875.41,2024-07-30,Debit
1879,221,-4280.8,2024-08-27,Debit
1880,221,1037.13,2024-05-29,Credit
1881,221,-2726.64,2024-06-11,Debit
1882,221,3973.16,2024-01-01,Credit
1883,221,1948.93,2024-10-14,Credit
1884,221,1776.47,2024-02-09,Credit
1885,221,849.02,2024-02-05,Credit
1886,221,-2437.59,2024-11-13,Debit
1887,221,1188.53,2024-10-23,Credit
1888,221,49.68,2024-06-01,Credit
1889,221,-3452.32,2024-10-05,Debit
1890,221,-838.6,2024-08-21,Debit
1891,221,-1422.86,2024-03-09,Debit
1892,221,2871.73,2024-02-17,Credit
1893,221,1711.48,2024-04-14,Credit
1894,221,-319.5,2024-02-13,Debit
1895,221,-1207.5,2024-11-09,Debit
1896,221,-4637.33,2024-05-31,Debit
1897,221,-3147.45,2024-12-29,Debit
1898,221,-3081.2,2024-07-21,Debit
1899,221,1682.05,2024-08-05,Credit
1900,221,-4184.18,2024-06-11,Debit
1901,222,-2254.1,2024-07-05,Debit
1902,222,425.29,2024-06-24,Credit
1903,222,-2777.34,2024-06-26,Debit
1904,222,1911.38,2024-10-13,Credit
1905,222,2455.54,2024-07-09,Credit
1906,222,823.88,2024-08-04,Credit
1907,222,4973.51,2024-10-25,Credit
1908,222,815.23,2024-01-28,Credit
1909,222,-4878.8,2024-07-31,Debit
1910,222,-1861.77,2024-04-14,Debit
1911,222,-4504.81,2024-01-08,Debit
1912,222,-4973.48,2024-06-14,Debit
1913,222,-1334.3,2024-02-10,Debit
1914,222,144.19,2024-11-22,Credit
1915,222,1986.95,2024-08-12,Credit
1916,222,2484.84,2024-05-18,Credit
1917,222,4574.36,2024-05-21,Credit
1918,222,4426.97,2024-02-18,Credit
1919,222,2123.1,2024-05-16,Credit
1920,222,299.4,2024-09-18,Credit
1921,222,-3251.21,2024-04-25,Debit
1922,222,-2929.02,2024-02-15,Debit
1923,222,-4818.47,2024-08-08,Debit
1924,222,-2695.84,2024-08-17,Debit
1925,222,873.91,2024-11-18,Credit
1926,222,-3537.45,2024-05-04,Debit
1927,222,2897.54,2024-02-02,Credit
1928,222,-4197.11,2024-11-13,Debit
1929,222,1350.99,2024-07-23,Credit
1930,222,2057.41,2024-12-10,Credit
1931,222,2446.65,2024-05-01,Credit
1932,222,-3787.98,2024-06-07,Debit
1933,222,3671.32,2024-12-15,Credit
1934,222,-2865.18,2024-04-23,Debit
1935,222,-4192.56,2024-10-27,Debit
1936,222,998.46,2024-10-08,Credit
1937,222,-3550.3,2024-08-07,Debit
1938,222,2013.77,2024-04-09,Credit
1939,222,-4249.84,2024-03-03,Debit
1940,222,-100.99,2024-03-28,Debit
1941,222,4309.33,2024-08-21,Credit
1942,222,-493.77,2024-07-08,Debit
1943,222,-1176.84,2024-05-16,Debit
1944,222,-3025.74,2024-01-16,Debit
1945,222,3957.82,2024-06-16,Credit
1946,222,1066.66,2024-11-25,Credit
1947,222,2498.34,2024-07-02,Credit
1948,222,4166.2,2024-02-03,Credit
1949,222,-1981.64,2024-06-13,Debit
1950,222,4077.42,2024-05-07,Credit
1951,222,1485.45,2024-11-17,Credit
1952,222,-2124.91,2024-11-28,Debit
1953,222,2992.87,2024-05-27,Credit
1954,222,-2873.19,2024-03-26,Debit
1955,222,4019.26,2024-12-17,Credit
1956,222,-903.44,2024-08-29,Debit
1957,222,-1448.71,2024-05-14,Debit
1958,222,-1928.82,2024-12-05,Debit
1959,222,-4785.55,2024-11-22,Debit
1960,222,3581.65,2024-12-06,Credit
1961,223,3664.22,2024-11-21,Credit
1962,223,-4462.26,2024-04-14,Debit
1963,223,3229.93,2024-01-13,Credit
1964,223,1255.81,2024-03-27,Credit
1965,223,3025.76,2024-01-31,Credit
1966,223,2309.71,2024-06-02,Credit
1967,223,-2284.12,2024-10-24,Debit
1968,223,2641.98,2024-04-15,Credit
1969,223,1421.68,2024-11-14,Credit
1970,223,-2641.31,2024-08-30,Debit
1971,223,1770.03,2024-04-14,Credit
1972,223,-682.92,2024-07-14,Debit
1973,223,-1052.57,2024-02-21,Debit
1974,223,-3466.14,2024-02-05,Debit
1975,223,1238.97,2024-12-24,Credit
1976,223,-3342.73,2024-09-19,Debit
1977,223,1397.52,2024-12-20,Credit
1978,223,-2784.34,2024-03-08,Debit
1979,223,336.4,2024-04-29,Credit
1980,223,3742.2,2024-08-17,Credit
1981,223,-4775.56,2024-06-08,Debit
1982,223,-1040.28,2024-02-22,Debit
1983,223,1481.36,2024-08-06,Credit
1984,223,-4492.6,2024-01-17,Debit
1985,223,-2681.67,2024-06-18,Debit
1986,223,2866.08,2024-09-02,Credit
1987,223,-1463.79,2024-05-19,Debit
1988,223,-3247.56,2024-06-16,Debit
1989,223,3153.43,2024-10-03,Credit
1990,223,3542.25,2024-07-08,Credit
1991,223,1839.62,2024-11-03,Credit
1992,223,-1953.42,2024-07-22,Debit
1993,223,-3412.0,2024-06-14,Debit
1994,223,4859.58,2024-04-08,Credit
1995,223,1204.9,2024-09-13,Credit
1996,223,4849.21,2024-07-31,Credit
1997,223,827.43,2024-12-25,Credit
1998,223,-3494.28,2024-03-23,Debit
1999,223,-2772.37,2024-01-05,Debit
2000,223,1702.21,2024-10-01,Credit
2001,223,2318.42,2024-06-30,Credit
2002,223,-4988.86,2024-09-02,Debit
2003,224,3328.62,2024-04-19,Credit
2004,224,-293.18,2024-12-10,Debit
2005,224,-1958.84,2024-07-02,Debit
2006,224,1438.28,2024-03-30,Credit
2007,224,-1044.91,2024-04-26,Debit
2008,224,-3173.78,2024-02-07,Debit
2009,224,3116.28,2024-11-23,Credit
2010,224,-1146.07,2024-06-24,Debit
2011,224,1246.25,2024-05-09,Credit
2012,224,3511.24,2024-02-28,Credit
2013,224,544.29,2024-04-15,Credit
2014,224,2717.62,2024-12-16,Credit
2015,224,4403.95,2024-02-28,Credit
2016,224,4024.63,2024-06-19,Credit
2017,224,-1935.57,2024-01-13,Debit
2018,224,1425.61,2024-09-09,Credit
2019,224,2051.72,2024-04-06,Credit
2020,224,686.48,2024-09-18,Credit
2021,224,-3566.06,2024-11-29,Debit
2022,224,-2018.56,2024-03-31,Debit
2023,224,-1846.1,2024-07-16,Debit
2024,224,4442.53,2024-06-22,Credit
2025,224,4998.81,2024-05-09,Credit
2026,224,2694.84,2024-01-03,Credit
2027,224,3716.29,2024-05-02,Credit
2028,224,2348.81,2024-01-06,Credit
2029,224,4719.52,2024-05-15,Credit
2030,224,-1720.55,2024-09-28,Debit
2031,224,-179.17,2024-02-14,Debit
2032,224,4463.34,2024-08-27,Credit
2033,224,1686.94,2024-06-13,Credit
2034,224,825.15,2024-05-16,Credit
2035,224,-2153.76,2024-03-15,Debit
2036,224,-3942.12,2024-01-27,Debit
2037,224,342.11,2024-11-19,Credit
2038,224,1781.35,2024-07-16,Credit
2039,224,-1126.65,2024-08-07,Debit
2040,224,100.0,2024-05-01,Credit
2041,224,-3824.55,2024-09-10,Debit
2042,224,-4836.55,2024-04-07,Debit
2043,224,-4542.62,2024-12-26,Debit
2044,224,2511.93,2024-09-07,Credit
2045,224,4873.42,2024-08-26,Credit
2046,224,1903.06,2024-01-08,Credit
2047,224,2484.0,2024-05-05,Credit
2048,225,-3063.21,2024-11-26,Debit
2049,225,2835.39,2024-06-19,Credit
2050,225,1820.78,2024-06-14,Credit
2051,225,-739.11,2024-02-13,Debit
2052,225,-419.57,2024-07-30,Debit
2053,225,494.77,2024-09-28,Credit
2054,225,4576.73,2024-02-01,Credit
2055,225,3386.04,2024-12-28,Credit
2056,225,-4847.08,2024-10-02,Debit
2057,225,3614.27,2024-02-19,Credit
2058,225,3812.91,2024-03-03,Credit
2059,225,-3347.17,2024-01-16,Debit
2060,225,2609.69,2024-05-17,Credit
2061,225,-3663.28,2024-06-26,Debit
2062,225,-522.07,2024-10-09,Debit
2063,225,794.09,2024-08-26,Credit
2064,225,-723.56,2024-07-29,Debit
2065,225,-306.18,2024-02-11,Debit
2066,225,4721.71,2024-07-12,Credit
2067,225,4450.69,2024-02-02,Credit
2068,226,-1568.3,2024-06-29,Debit
2069,226,1237.55,2024-04-14,Credit
2070,226,-4727.28,2024-05-27,Debit
2071,226,-4549.2,2024-11-08,Debit
2072,226,1332.58,2024-09-30,Credit
2073,226,919.31,2024-03-28,Credit
2074,226,-3476.09,2024-07-10,Debit
2075,226,2592.28,2024-10-18,Credit
2076,226,1294.85,2024-11-02,Credit
2077,226,-3791.0,2024-05-13,Debit
2078,226,-2807.91,2024-01-09,Debit
2079,226,1057.59,2024-03-01,Credit
2080,226,-4487.84,2024-09-03,Debit
2081,226,1449.1,2024-02-03,Credit
2082,226,1102.23,2024-02-09,Credit
2083,226,1749.49,2024-10-28,Credit
2084,226,1373.33,2024-08-29,Credit
2085,226,4620.14,2024-04-05,Credit
2086,226,-4954.13,2024-02-04,Debit
2087,226,-1217.63,2024-04-27,Debit
2088,226,4183.22,2024-05-02,Credit
2089,226,-4211.66,2024-06-20,Debit
2090,226,-3543.92,2024-12-06,Debit
2091,226,239.08,2024-09-20,Credit
2092,226,-3771.22,2024-02-01,Debit
2093,226,413.31,2024-08-14,Credit
2094,226,-551.8,2024-12-25,Debit
2095,226,4049.88,2024-08-04,Credit
2096,226,2017.6,2024-07-29,Credit
2097,226,1506.77,2024-12-12,Credit
2098,226,-638.23,2024-01-26,Debit
2099,226,4387.55,2024-09-11,Credit
2100,226,1772.54,2024-11-27,Credit
2101,226,2448.07,2024-12-16,Credit
2102,226,3580.49,2024-04-19,Credit
2103,226,4766.29,2024-04-13,Credit
2104,226,-1539.58,2024-07-04,Debit
2105,226,-3260.76,2024-06-29,Debit
2106,226,-2454.32,2024-10-20,Debit
2107,226,3320.89,2024-07-10,Credit
2108,226,4651.33,2024-05-30,Credit
2109,226,-1169.17,2024-02-09,Debit
2110,226,3232.04,2024-05-20,Credit
2111,226,-4081.55,2024-01-01,Debit
2112,226,757.79,2024-11-08,Credit
2113,226,-769.01,2024-05-31,Debit
2114,227,323.9,2024-08-29,Credit
2115,227,1183.64,2024-04-12,Credit
2116,227,-498.19,2024-04-27,Debit
2117,227,1744.83,2024-11-19,Credit
2118,227,-1303.03,2024-06-11,Debit
2119,227,-3698.69,2024-07-24,Debit
2120,227,3069.06,2024-08-03,Credit
2121,227,1901.85,2024-05-01,Credit
2122,227,764.42,2024-04-12,Credit
2123,227,2779.03,2024-06-19,Credit
2124,227,-1736.07,2024-04-28,Debit
2125,227,39.89,2024-10-10,Credit
2126,227,1894.94,2024-06-16,Credit
2127,227,2612.06,2024-04-24,Credit
2128,227,-3168.46,2024-04-21,Debit
2129,227,-2256.35,2024-04-20,Debit
2130,227,-3696.32,2024-03-24,Debit
2131,227,-3045.85,2024-09-22,Debit
2132,227,-2421.35,2024-01-10,Debit
2133,227,4294.83,2024-10-21,Credit
2134,227,3671.97,2024-04-29,Credit
2135,227,-2333.61,2024-02-20,Debit
2136,227,3470.64,2024-10-14,Credit
2137,227,-4790.08,2024-08-09,Debit
2138,227,4118.55,2024-08-10,Credit
2139,227,-1987.82,2024-05-08,Debit
2140,227,2659.02,2024-04-30,Credit
2141,227,-960.63,2024-06-08,Debit
2142,227,-3402.19,2024-10-02,Debit
2143,227,4521.65,2024-03-26,Credit
2144,227,-3330.55,2024-10-27,Debit
2145,227,-4230.21,2024-01-11,Debit
2146,227,-2105.34,2024-09-26,Debit
2147,227,-4292.96,2024-03-01,Debit
2148,227,3074.09,2024-12-08,Credit
2149,227,-4800.79,2024-08-16,Debit
2150,227,-2240.03,2024-02-13,Debit
2151,227,-2587.49,2024-02-10,Debit
2152,227,-1319.54,2024-05-27,Debit
2153,227,4794.82,2024-07-17,Credit
2154,227,-3117.0,2024-01-12,Debit
2155,227,2639.82,2024-01-31,Credit
2156,227,-1573.16,2024-05-12,Debit
2157,227,2693.18,2024-10-26,Credit
2158,227,3981.95,2024-04-28,Credit
2159,227,2418.72,2024-03-08,Credit
2160,227,-1655.8,2024-07-25,Debit
2161,227,-4433.98,2024-08-25,Debit
2162,227,1544.02,2024-07-12,Credit
2163,227,-384.43,2024-12-13,Debit
2164,227,3085.87,2024-02-28,Credit
2165,227,2391.26,2024-02-06,Credit
2166,227,-3654.53,2024-11-01,Debit
2167,227,-4062.57,2024-07-03,Debit
2168,227,-1552.93,2024-12-15,Debit
2169,227,-1586.78,2024-03-11,Debit
2170,227,-2125.49,2024-09-16,Debit
2171,227,1970.6,2024-09-18,Credit
2172,227,-78.75,2024-11-30,Debit
2173,227,3747.21,2024-07-18,Credit
2174,227,-3019.13,2024-10-20,Debit
2175,227,-1343.69,2024-01-18,Debit
2176,227,4754.67,2024-06-17,Credit
2177,227,-3898.55,2024-05-29,Debit
2178,227,4929.82,2024-07-17,Credit
2179,227,-3095.54,2024-07-02,Debit
2180,228,-560.99,2024-11-08,Debit
2181,228,-1100.08,2024-02-21,Debit
2182,228,-3808.42,2024-09-28,Debit
2183,228,3096.29,2024-10-28,Credit
2184,228,2364.59,2024-10-26,Credit
2185,228,2558.28,2024-08-07,Credit
2186,228,4852.68,2024-08-20,Credit
2187,228,1554.49,2024-08-07,Credit
2188,228,4009.95,2024-12-11,Credit
2189,228,-2897.31,2024-01-30,Debit
2190,228,-1156.44,2024-05-04,Debit
2191,228,-267.93,2024-03-17,Debit
2192,228,4131.23,2024-08-16,Credit
2193,228,2321.05,2024-07-19,Credit
2194,228,2673.46,2024-12-18,Credit
2195,228,-1822.87,2024-03-04,Debit
2196,228,-1327.85,2024-10-14,Debit
2197,228,-2154.57,2024-01-27,Debit
2198,228,-4459.54,2024-05-23,Debit
2199,228,-693.18,2024-10-13,Debit
2200,228,891.63,2024-07-18,Credit
2201,228,-3769.71,2024-06-23,Debit
2202,228,-1893.71,2024-01-15,Debit
2203,228,-703.96,2024-09-16,Debit
2204,229,822.29,2024-10-12,Credit
2205,229,1219.0,2024-09-20,Credit
2206,229,-4343.78,2024-04-17,Debit
2207,229,-1695.82,2024-05-27,Debit
2208,229,-2250.69,2024-01-28,Debit
2209,229,-1656.92,2024-01-31,Debit
2210,229,-1261.4,2024-10-05,Debit
2211,229,2850.22,2024-01-08,Credit
2212,229,-4074.26,2024-07-23,Debit
2213,229,-3112.91,2024-09-29,Debit
2214,229,1726.05,2024-03-21,Credit
2215,229,470.82,2024-11-10,Credit
2216,229,-1086.19,2024-01-24,Debit
2217,229,-1536.17,2024-12-27,Debit
2218,229,-3118.3,2024-11-01,Debit
2219,229,4378.17,2024-06-15,Credit
2220,229,2564.34,2024-11-22,Credit
2221,229,145.71,2024-07-24,Credit
2222,229,-1345.75,2024-04-01,Debit
2223,229,4364.69,2024-05-16,Credit
2224,229,2670.09,2024-09-08,Credit
2225,229,2402.97,2024-05-22,Credit
2226,230,1225.64,2024-07-14,Credit
2227,230,-4248.98,2024-12-03,Debit
2228,230,239.32,2024-02-22,Credit
2229,230,-4329.42,2024-12-29,Debit
2230,230,626.87,2024-04-21,Credit
2231,230,-4340.54,2024-11-02,Debit
2232,230,-2005.35,2024-09-10,Debit
2233,230,-680.79,2024-03-18,Debit
2234,230,-4501.71,2024-05-14,Debit
2235,230,-1314.38,2024-08-30,Debit
2236,230,2737.29,2024-08-16,Credit
2237,230,4763.8,2024-08-28,Credit
2238,230,1995.92,2024-01-01,Credit
2239,230,-3310.01,2024-03-04,Debit
2240,230,4281.63,2024-01-20,Credit
2241,230,-3676.76,2024-10-04,Debit
2242,230,-358.64,2024-09-17,Debit
2243,230,-3396.74,2024-05-11,Debit
2244,230,-2489.9,2024-02-15,Debit
2245,230,1563.78,2024-05-10,Credit
2246,230,-2880.91,2024-10-16,Debit
2247,230,-3248.09,2024-10-29,Debit
2248,230,-3086.63,2024-01-27,Debit
2249,230,487.81,2024-12-27,Credit
2250,230,-1992.42,2024-06-03,Debit
2251,230,3841.0,2024-10-07,Credit
2252,230,-834.21,2024-05-27,Debit
2253,230,-134.55,2024-12-21,Debit
2254,230,4412.95,2024-06-02,Credit
2255,230,-3861.25,2024-03-01,Debit
2256,230,1421.32,2024-10-14,Credit
2257,230,-3048.51,2024-10-08,Debit
2258,230,-4284.54,2024-10-19,Debit
2259,230,390.96,2024-08-21,Credit
2260,230,-4204.24,2024-11-16,Debit
2261,230,-2532.34,2024-10-03,Debit
2262,230,-4869.05,2024-12-18,Debit
2263,230,-4577.68,2024-03-27,Debit
2264,230,-4742.09,2024-06-20,Debit
2265,230,1425.21,2024-02-03,Credit
2266,230,-3994.08,2024-04-21,Debit
2267,230,2121.31,2024-10-10,Credit
2268,230,-2437.39,2024-07-11,Debit
2269,230,-4958.89,2024-12-12,Debit
2270,230,1455.61,2024-11-16,Credit
2271,230,-1960.38,2024-02-23,Debit
2272,230,-4676.55,2024-05-09,Debit
2273,230,1253.72,2024-01-15,Credit
2274,230,-125.16,2024-06-16,Debit
2275,230,-4322.05,2024-03-30,Debit
2276,230,-2094.14,2024-03-30,Debit
2277,230,1451.62,2024-01-16,Credit
2278,230,1248.5,2024-02-12,Credit
2279,230,118.96,2024-10-02,Credit
2280,231,-4662.18,2024-01-18,Debit
2281,231,-2458.39,2024-06-02,Debit
2282,231,2395.13,2024-10-17,Credit
2283,231,1883.49,2024-11-28,Credit
2284,231,4545.03,2024-07-23,Credit
2285,231,2517.03,2024-02-27,Credit
2286,231,3057.46,2024-04-06,Credit
2287,231,-4757.81,2024-08-15,Debit
2288,231,-3195.5,2024-04-07,Debit
2289,231,-2682.58,2024-03-20,Debit
2290,231,-1400.8,2024-06-29,Debit
2291,231,774.5,2024-12-26,Credit
2292,231,-771.88,2024-10-25,Debit
2293,231,-2747.97,2024-04-23,Debit
2294,231,-3348.15,2024-05-02,Debit
2295,231,284.13,2024-03-17,Credit
2296,231,-2433.36,2024-08-20,Debit
2297,231,3373.61,2024-06-06,Credit
2298,231,1581.26,2024-09-23,Credit
2299,231,-2464.4,2024-10-01,Debit
2300,231,1821.61,2024-09-27,Credit
2301,231,156.44,2024-04-26,Credit
2302,231,-891.32,2024-02-24,Debit
2303,231,-739.93,2024-01-13,Debit
2304,231,-4565.7,2024-09-10,Debit
2305,231,-2480.96,2024-11-03,Debit
2306,231,-422.52,2024-05-06,Debit
2307,231,-1369.14,2024-11-25,Debit
2308,231,2830.15,2024-02-28,Credit
2309,231,-1034.38,2024-04-04,Debit
